pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,5/21/22,93.5,2.77,6.29,"Pérez, Andrew",621006,680970,,called_strike,,,,,1,Richie Martin strikes out swinging.,R,R,L,CLT,NOR,S,,,0,1,2022,1.02,1.37,-0.75,3.17,,,,0,1,Top,,,,,,,-11.30474151,-135.6655642,-5.293256576,15.128246262224064,30.643243415484484,-14.18355321,3.15,1.62,,,,93.2,2330,6.3,666279,656024,624507,691503,664901,621545,592622,656514,650520,54.17,,,,,,,,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,,129,0,-0.075,,,,0.075,,0,0,0.5,0.5,24,27,25,28,1,0,,,,,1.26,1.02,-1.02,
SL,5/21/22,84.2,2.35,5.74,"Muckenhirn, Zach",669065,669105,,ball,,,,,13,Kyle Stowers grounds out to first baseman Ryder Jones.,R,L,L,CLT,NOR,B,,,0,0,2022,-0.15,0.04,-0.46,1.56,690429,,621006,2,6,Top,,,,,,,-6.167937609,-122.4161765,-3.326594251,-0.187293239,25.420816894916893,-31.29713304,3.28,1.69,,,,83.3,1999,5.9,666279,656024,624507,691503,664901,621545,592622,656514,650520,54.61,,,,,,,,55,1,Slider,5,6,6,5,6,5,6,5,,,302,-0.008,0.063,,,,-0.063,,-1,1,0.333,0.667,27,24,27,24,1,3,,,,,3.19,-0.15,-0.15,
FF,5/21/22,93.9,2.96,6.27,"Pérez, Andrew",621006,680970,,called_strike,,,,,5,Richie Martin strikes out swinging.,R,R,L,CLT,NOR,S,,,0,0,2022,1.14,1.41,-0.2,2.12,,,,0,1,Top,,,,,,,-10.69683489,-136.167696,-8.094201844,16.57532418341958,30.77530039681589,-12.99597232,3.15,1.62,,,,93.6,2310,6.4,666279,656024,624507,691503,664901,621545,592622,656514,650520,54.12,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,,132,0,-0.072,,,,0.072,,0,0,0.5,0.5,24,27,25,28,1,0,,,,,1.2,1.14,-1.14,
SL,5/21/22,80.3,-2.99,6.08,"Henzman, Lincoln",642721,669205,,called_strike,,,,,1,Kelvin Gutierrez doubles (2) on a sharp ground ball to right fielder Micker Adolfo.,R,R,R,CLT,NOR,S,,,0,0,2022,0.53,-0.09,-0.44,3.16,,,,0,6,Top,,,,,,,4.579212533208244,-116.9998039,0.305541674,4.100475871007366,20.690072634089944,-33.28222714,3.24,1.67,,,,79.2,2589,5.3,666279,656024,624507,691503,664901,621545,592622,656514,650520,55.17,,,,,,,,49,1,Slider,5,4,4,5,4,5,4,5,Infield shift,Standard,63,0,-0.072,,,,0.072,,1,-1,0.667,0.333,26,27,27,28,1,2,,,,,3.6,-0.53,-0.53,
SL,5/21/22,82.3,-1.17,5.96,"Carter, Will",621006,657203,,called_strike,,,,,9,Richie Martin strikes out swinging.,R,R,R,CLT,NOR,S,,,0,0,2022,0.31,0.07,0.51,1.9,,,,0,9,Top,,,,,,,3.1848124701364036,-119.8330914,-2.819584711,2.3287279679429145,23.20238074555436,-31.17324017,3.15,1.62,,,,81.7,2288,5.8,666279,656024,624507,691503,664901,621545,592622,656514,650520,54.67,,,,,,,,86,1,Slider,6,11,11,6,11,6,11,6,,,114,0,-0.072,,,,0.072,,-5,5,0.005,0.995,29,27,29,28,1,5,,,,,3.29,-0.31,-0.31,
SL,5/21/22,83.6,-0.98,6.8,"Dolis, Rafael",621006,503569,,ball,,,,,12,Richie Martin walks.,R,R,R,CLT,NOR,B,,,0,0,2022,0.55,0.17,1.23,3.04,,,,0,8,Top,,,,,,,3.9441894489363536,-121.8260661,-2.591970396,4.760704101463045,23.30350141613418,-30.15088992,3.15,1.62,,,,82.3,2268,5.3,666279,656024,624507,691503,664901,621545,592622,656514,650520,55.23,,,,,,,,72,1,Slider,6,6,6,6,6,6,6,6,,,135,0,0.071,,,,-0.071,,0,0,0.5,0.5,34,27,34,28,1,4,,,,,3.07,-0.55,-0.55,
SI,5/20/22,88.7,1.4,5.57,"Parke, John",669065,641949,,ball,,,,,13,Kyle Stowers doubles (11) on a ground ball to center fielder Mark Payton.   Cadyn Grenier scores.  Throwing error by center fielder Mark Payton.,R,L,L,CLT,NOR,B,,,2,2,2022,1.15,0.2,-0.97,1.25,,,663760,0,5,Top,,,,,,,-8.243259892,-128.8754937,-4.975216215,14.538422534282876,25.431182858955687,-29.09988071,3.28,1.69,,,,89.4,1671,6.7,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.82,,,,,,,,43,6,Sinker,5,4,4,5,4,5,4,5,Infield shade,Standard,128,0,0.183,,,,-0.183,,1,-1,0.592,0.408,27,24,27,24,3,2,,,,,2.69,1.15,1.15,
FC,5/20/22,83.3,1.68,5.37,"Parke, John",669065,641949,,ball,,,,,13,Kyle Stowers doubles (11) on a ground ball to center fielder Mark Payton.   Cadyn Grenier scores.  Throwing error by center fielder Mark Payton.,R,L,L,CLT,NOR,B,,,1,2,2022,-0.46,0.04,-1.89,1.18,,,663760,0,5,Top,,,,,,,-7.335353269,-121.0830996,-3.253687564,-2.984018907,24.545160992269633,-31.28140424,3.28,1.69,,,,83.7,2110,6.7,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.8,,,,,,,,43,5,Cutter,5,4,4,5,4,5,4,5,Infield shade,Standard,275,0,0.072,,,,-0.072,,1,-1,0.592,0.408,27,24,27,24,3,2,,,,,3.26,-0.46,-0.46,
SI,5/20/22,87.4,1.45,5.71,"Parke, John",669065,641949,,ball,,,,,8,Kyle Stowers doubles (11) on a ground ball to center fielder Mark Payton.   Cadyn Grenier scores.  Throwing error by center fielder Mark Payton.,R,L,L,CLT,NOR,B,,,0,0,2022,1.18,0.18,-0.12,1.61,,,663760,0,5,Top,,,,,,,-6.263181784,-127.2276887,-4.191026197,14.107694451633892,23.884164381474143,-29.56557918,3.28,1.69,,,,88.1,1601,6.5,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.98,,,,,,,,43,1,Sinker,5,4,4,5,4,5,4,5,Infield shade,Standard,128,0,0.095,,,,-0.095,,1,-1,0.592,0.408,27,24,27,24,3,2,,,,,2.78,1.18,1.18,
SI,5/20/22,87.3,1.49,5.54,"Parke, John",663760,641949,walk,ball,,,,,8,Cadyn Grenier walks.,R,R,L,CLT,NOR,B,,,3,2,2022,0.97,0.22,0.2,1.55,,,,0,5,Top,,,,,,,-5.15739845,-127.1219363,-4.038399044,11.4894336,22.846273359659918,-29.21669226,3.11,1.6,,,,88.7,1681,6.9,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.64,,0.688744,0.7,1,0,0,,42,6,Sinker,5,4,4,5,4,5,4,5,Standard,Standard,125,-0.052,0.353,,,,-0.353,,1,-1,0.644,0.356,27,25,27,26,3,2,,,,,2.74,0.97,-0.97,
FC,5/20/22,81.9,1.57,5.46,"Parke, John",663760,641949,,ball,,,,,13,Cadyn Grenier walks.,R,R,L,CLT,NOR,B,,,2,2,2022,-0.26,0.04,-0.33,1.02,,,,0,5,Top,,,,,,,-3.809741572,-119.1828552,-3.560361265,-1.791538974,22.641224970765542,-31.33306225,3.11,1.6,,,,82.6,1989,6.7,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.77,,,,,,,,42,5,Cutter,5,4,4,5,4,5,4,5,Standard,Standard,249,0,0.124,,,,-0.124,,1,-1,0.644,0.356,27,25,27,26,3,2,,,,,3.36,-0.26,0.26,
SI,5/20/22,87.4,1.6,5.63,"Parke, John",663760,641949,,called_strike,,,,,14,Cadyn Grenier walks.,R,R,L,CLT,NOR,S,,,2,1,2022,1.13,0.29,0.84,1.98,,,,0,5,Top,,,,,,,-4.186227543,-127.3880581,-3.356063433,13.126967765613404,23.430968762679303,-28.53144392,3.11,1.6,,,,88.5,1608,6.6,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.87,,,,,,,,42,4,Sinker,5,4,4,5,4,5,4,5,Standard,Standard,124,0,-0.089,,,,0.089,,1,-1,0.644,0.356,27,25,27,26,3,2,,,,,2.66,1.13,-1.13,
SI,5/20/22,87.4,1.55,5.54,"Parke, John",663760,641949,,ball,,,,,14,Cadyn Grenier walks.,R,R,L,CLT,NOR,B,,,1,1,2022,1.21,0.34,0.97,1.19,,,,0,5,Top,,,,,,,-3.935044852,-127.2335041,-5.102203759,13.990611759740847,24.017117404564274,-27.72170231,3.11,1.6,,,,88.3,1627,6.6,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.86,,,,,,,,42,3,Sinker,5,4,4,5,4,5,4,5,Standard,Standard,123,0,0.07,,,,-0.07,,1,-1,0.644,0.356,27,25,27,26,3,2,,,,,2.63,1.21,-1.21,
FC,5/20/22,81.3,1.76,5.49,"Parke, John",663760,641949,,ball,,,,,13,Cadyn Grenier walks.,R,R,L,CLT,NOR,B,,,0,1,2022,-0.19,0.07,-0.14,1.01,,,,0,5,Top,,,,,,,-3.910228252,-118.2745756,-3.552652464,-1.002256457,23.589011328470246,-31.00057252,3.11,1.6,,,,81.4,2070,6.5,666280,664874,606213,691503,669394,621545,664901,592622,650520,54.04,,,,,,,,42,2,Cutter,5,4,4,5,4,5,4,5,Standard,Standard,266,0,0.057,,,,-0.057,,1,-1,0.644,0.356,27,25,27,26,3,2,,,,,3.39,-0.19,0.19,
CU,5/20/22,73.2,1.51,6.01,"Parke, John",663760,641949,,called_strike,,,,,12,Cadyn Grenier walks.,R,R,L,CLT,NOR,S,,,0,0,2022,-1.21,-0.13,0.52,3.3,,,,0,5,Top,,,,,,,0.094029801,-106.639619,2.080281053239196,-9.275602444,17.631578984305847,-33.752989,3.11,1.6,,,,73.8,2303,6.6,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.89,,,,,,,,42,1,Curveball,5,4,4,5,4,5,4,5,Standard,Standard,309,0,-0.072,,,,0.072,,1,-1,0.644,0.356,27,25,27,26,3,2,,,,,4.37,-1.21,1.21,
SI,5/20/22,87.3,1.52,5.65,"Parke, John",690429,641949,,called_strike,,,,,6,"Dylan Harris grounds into a force out, first baseman Yermin Mercedes to shortstop Zach Remillard.   Jacob Nottingham out at 2nd.    Dylan Harris to 1st.",R,L,L,CLT,NOR,S,,,1,1,2022,1.11,0.08,0.62,2.27,,,641924,1,4,Top,,,,,,,-4.484436575,-127.2392,-2.262555089,12.939770753176624,22.963446297553997,-31.06288709,3.02,1.55,,,,88.7,1601,6.8,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.7,,,,,,,,33,3,Sinker,2,4,4,2,4,2,4,2,Infield shift,Standard,127,0,-0.085,,,,0.085,,-2,2,0.26,0.74,27,25,27,25,2,1,,,,,2.87,1.11,1.11,
FC,5/20/22,81.6,1.71,5.44,"Parke, John",690429,641949,,called_strike,,,,,5,"Dylan Harris grounds into a force out, first baseman Yermin Mercedes to shortstop Zach Remillard.   Jacob Nottingham out at 2nd.    Dylan Harris to 1st.",R,L,L,CLT,NOR,S,,,1,0,2022,-0.23,0.07,-0.24,2.44,,,641924,1,4,Top,,,,,,,-3.969806772,-118.822039,-0.272692461,-1.378988245,23.527169817878193,-31.65125809,3.02,1.55,,,,81.9,2020,6.5,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.98,,,,,,,,33,2,Cutter,2,4,4,2,4,2,4,2,Infield shift,Standard,251,0,-0.087,,,,0.087,,-2,2,0.26,0.74,27,25,27,25,2,1,,,,,3.35,-0.23,-0.23,
FC,5/20/22,83.4,1.73,5.4,"Parke, John",607333,641949,,ball,,,,,13,Beau Taylor flies out to left fielder Danny Mendick.,R,L,L,CLT,NOR,B,,,0,2,2022,-0.27,0.3,-1.03,1.62,,,641924,0,4,Top,,,,,,,-5.858308579,-121.5308984,-2.94694845,-1.750097591,20.610784161642048,-28.87085905,3.11,1.6,,,,84.6,2170,6.7,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.79,,,,,,,,32,3,Cutter,2,4,4,2,4,2,4,2,Strategic,Standard,246,0,0.081,,,,-0.081,,-2,2,0.235,0.765,27,32,27,32,2,1,,,,,2.93,-0.27,-0.27,
FC,5/20/22,80.6,1.76,5.45,"Parke, John",607333,641949,,called_strike,,,,,3,Beau Taylor flies out to left fielder Danny Mendick.,R,L,L,CLT,NOR,S,,,0,0,2022,-0.08,0.18,0.52,2.74,,,641924,0,4,Top,,,,,,,-2.593081695,-117.3818491,0.3051775191713544,-0.272209579,22.863804772552005,-30.77508833,3.11,1.6,,,,80.7,1950,6.4,666280,664874,606213,691503,669394,621545,664901,592622,650520,54.1,,,,,,,,32,1,Cutter,2,4,4,2,4,2,4,2,Strategic,Standard,220,0,-0.115,,,,0.115,,-2,2,0.235,0.765,27,32,27,32,2,1,,,,,3.33,-0.08,-0.08,
CH,5/20/22,78.1,1.9,5.26,"Parke, John",641924,641949,,ball,,,,,14,Jacob Nottingham singles on a sharp line drive to left fielder Danny Mendick.,R,R,L,CLT,NOR,B,,,1,1,2022,1.15,-0.1,2.15,1.35,,,,0,4,Top,,,,,,,-1.588228797,-113.691082,-1.342831406,10.29612404447374,21.462043120157247,-33.0150031,3.24,1.67,,,,78.3,1375,6.5,666280,664874,606213,691503,669394,621545,664901,592622,650520,54.01,,,,,,,,31,3,Changeup,2,4,4,2,4,2,4,2,Standard,Standard,82,0,0.07,,,,-0.07,,-2,2,0.262,0.738,27,27,27,27,2,1,,,,,3.84,1.15,-1.15,
FC,5/20/22,82.4,1.71,5.39,"Parke, John",641924,641949,,ball,,,,,13,Jacob Nottingham singles on a sharp line drive to left fielder Danny Mendick.,R,R,L,CLT,NOR,B,,,0,1,2022,-0.01,0.33,-1.07,0.59,,,,0,4,Top,,,,,,,-6.325258988,-119.9179234,-5.085308378,1.0681959004159547,21.971842212049395,-28.18926225,3.24,1.67,,,,82.8,2205,6.5,666280,664874,606213,691503,669394,621545,664901,592622,650520,54.04,,,,,,,,31,2,Cutter,2,4,4,2,4,2,4,2,Standard,Standard,222,0,0.057,,,,-0.057,,-2,2,0.262,0.738,27,27,27,27,2,1,,,,,3.01,-0.01,0.01,
SI,5/20/22,87.9,1.39,5.7,"Parke, John",680438,641949,,ball,,,,,13,Robert Neustrom flies out to center fielder Mark Payton.,R,L,L,CLT,NOR,B,,,0,0,2022,1.34,-0.05,-0.15,0.99,,,642721,2,3,Top,,,,,,,-6.521904865,-127.9070699,-5.261926058,15.99057422810875,24.157223056650956,-31.91843915,3.24,1.67,,,,88.6,1660,6.6,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.94,,,,,,,,24,1,Sinker,1,4,4,1,4,1,4,1,Infield shift,Standard,124,0,0.046,,,,-0.046,,-3,3,0.21,0.79,27,25,27,26,2,1,,,,,2.98,1.34,1.34,
FC,5/20/22,82.1,1.61,5.49,"Parke, John",676625,641949,,ball,,,,,13,Rylan Bannon strikes out swinging.,R,R,L,CLT,NOR,B,,,1,1,2022,-0.04,0.17,-1.8,1.33,,669065,,1,3,Top,,,,,,,-7.687016986,-119.416683,-3.221524368,1.0347250165898398,22.545391071933892,-30.13413971,2.98,1.53,,,,82.6,2122,6.6,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.89,,,,,,,,22,3,Cutter,1,3,3,1,3,1,3,1,Infield shade,Standard,263,0,0.078,,,,-0.078,,-2,2,0.264,0.736,27,26,27,26,2,1,,,,,3.21,-0.04,0.04,
CU,5/20/22,72.9,1.36,6.09,"Parke, John",676625,641949,,ball,,,,,12,Rylan Bannon strikes out swinging.,R,R,L,CLT,NOR,B,,,0,0,2022,-1.2,-0.24,0.52,4.2,,669065,,1,3,Top,,,,,,,0.3903219815887106,-106.0473496,4.126255812493946,-9.050080919,20.061606306571328,-35.02395602,2.98,1.53,,,,73.1,2331,6.7,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.82,,,,,,,,22,1,Curveball,1,3,3,1,3,1,3,1,Strategic,Standard,306,0,0.058,,,,-0.058,,-2,2,0.264,0.736,27,26,27,26,2,1,,,,,4.57,-1.2,1.2,
SI,5/20/22,87.6,1.5,5.62,"Parke, John",669065,641949,,ball,,,,,8,Kyle Stowers doubles (10) on a sharp line drive to center fielder Mark Payton.   Richie Martin scores.    Cadyn Grenier scores.,R,L,L,CLT,NOR,B,,,1,0,2022,1.26,0.21,-0.11,1.61,,621006,663760,1,3,Top,,,,,,,-6.533573625,-127.3954663,-4.032229548,15.10635361616153,25.782539703153102,-29.22882098,3.28,1.69,,,,88.2,1701,6.6,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.86,,,,,,,,21,2,Sinker,1,1,1,1,1,1,1,1,Infield shift,Standard,121,0,0.171,,,,-0.171,,0,0,0.457,0.543,27,24,27,24,2,1,,,,,2.76,1.26,1.26,
SI,5/20/22,88,1.32,5.71,"Parke, John",669065,641949,,ball,,,,,13,Kyle Stowers doubles (10) on a sharp line drive to center fielder Mark Payton.   Richie Martin scores.    Cadyn Grenier scores.,R,L,L,CLT,NOR,B,,,0,0,2022,1.17,0.18,-1.41,2.29,,621006,663760,1,3,Top,,,,,,,-9.099847752,-127.7968582,-2.550802449,14.637464165173126,25.94048937,-29.84325437,3.28,1.69,,,,88.5,1715,6.7,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.81,,,,,,,,21,1,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,123,0,0.107,,,,-0.107,,0,0,0.457,0.543,27,24,27,24,2,1,,,,,2.77,1.17,1.17,
FF,5/20/22,88.7,1.24,5.72,"Parke, John",621006,641949,,ball,,,,,11,"Richie Martin singles on a ground ball to second baseman Yolbert Sanchez, deflected by pitcher John Parke.   Dylan Harris to 3rd.",R,R,L,CLT,NOR,B,,,1,2,2022,0.86,1.09,-1.95,3.13,,690429,,1,3,Top,,,,,,,-9.657679957,-128.8303407,-2.541946198,11.606413113884848,27.003431039872133,-19.66809418,3.15,1.62,,,,89.1,1873,6.6,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.87,,,,,,,,19,4,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shade,Standard,135,0,0.07,,,,-0.07,,1,-1,0.595,0.405,27,27,27,28,2,1,,,,,1.82,0.86,-0.86,
FF,5/20/22,88.8,1.46,5.74,"Parke, John",621006,641949,,ball,,,,,11,"Richie Martin singles on a ground ball to second baseman Yolbert Sanchez, deflected by pitcher John Parke.   Dylan Harris to 3rd.",R,R,L,CLT,NOR,B,,,0,1,2022,0.88,0.89,-1.14,2.5,,690429,,1,3,Top,,,,,,,-8.210594494,-128.9630195,-3.674155251,11.543999289028342,28.445927049575953,-21.69794717,3.15,1.62,,,,88.7,1684,6.5,666280,664874,606213,691503,669394,621545,664901,592622,650520,54,,,,,,,,19,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,123,0,0.059,,,,-0.059,,1,-1,0.595,0.405,27,27,27,28,2,1,,,,,2.03,0.88,-0.88,
FF,5/20/22,88.2,1.73,5.61,"Parke, John",690429,641949,,ball,,,,,12,Dylan Harris doubles (1) on a line drive to left fielder Danny Mendick.,R,L,L,CLT,NOR,B,,,1,1,2022,0.74,1.04,0.93,5.13,,,,1,3,Top,,,,,,,-3.484005109,-128.4485699,2.7564536932919124,8.930579726141376,26.771349278695748,-21.42276066,3.02,1.55,,,,88.1,2137,6.2,666280,664874,606213,691503,669394,621545,664901,592622,650520,54.29,,,,,,,,18,3,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shift,Standard,124,0,0.046,,,,-0.046,,1,-1,0.643,0.357,27,25,27,25,1,0,,,,,1.88,0.74,0.74,
FC,5/20/22,83.3,1.6,5.46,"Parke, John",690429,641949,,ball,,,,,13,Dylan Harris doubles (1) on a line drive to left fielder Danny Mendick.,R,L,L,CLT,NOR,B,,,0,1,2022,-0.47,-0.07,-2.07,0.47,,,,1,3,Top,,,,,,,-7.528601657,-121.0270894,-4.863495618,-3.115134144,23.738551923768515,-32.11598507,3.02,1.55,,,,83.6,2172,6.6,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.9,,,,,,,,18,2,Cutter,1,0,0,1,0,1,0,1,Infield shift,Standard,260,0,0.04,,,,-0.04,,1,-1,0.643,0.357,27,25,27,25,1,0,,,,,3.37,-0.47,-0.47,
FF,5/20/22,90.2,1.53,5.6,"Parke, John",690429,641949,,called_strike,,,,,5,Dylan Harris doubles (1) on a line drive to left fielder Danny Mendick.,R,L,L,CLT,NOR,S,,,0,0,2022,0.91,0.88,-0.26,2.5,,,,1,3,Top,,,,,,,-6.430458049,-131.3068869,-3.675447881,11.86666892549243,25.35522016658634,-21.44697938,3.02,1.55,,,,91,1777,6.6,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.95,,,,,,,,18,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shift,Standard,118,0,-0.049,,,,0.049,,1,-1,0.643,0.357,27,25,27,25,1,0,,,,,1.9,0.91,0.91,
SI,5/20/22,92.7,-1.23,5.01,"Crick, Kyle",641924,605195,walk,ball,,,,,12,Jacob Nottingham walks.,R,R,R,CLT,NOR,B,,,3,2,2022,-0.82,0.5,2.32,2.46,676625,,,2,7,Top,,,,,,,10.867972554883192,-134.7001945,-1.843654756,-12.21479752,26.96414859684751,-25.81860332,3.24,1.67,,,,93.1,2389,6.4,666280,664874,606213,691503,669394,621545,664901,592622,650520,54.08,,0.688744,0.7,1,0,0,,63,6,Sinker,6,8,8,6,8,6,8,6,Standard,Standard,220,-0.006,0.23,,,,-0.23,,-2,2,0.181,0.819,29,27,30,27,1,3,,,,,2.14,0.82,0.82,
SL,5/20/22,79.1,-1.47,4.94,"Crick, Kyle",641924,605195,,ball,,,,,14,Jacob Nottingham walks.,R,R,R,CLT,NOR,B,,,2,2,2022,2.01,0.13,2.21,1.79,676625,,,2,7,Top,,,,,,,4.271815283127069,-115.0118125,-0.165431,16.608343032764918,25.71151443051923,-31.23921631,3.24,1.67,,,,78.5,3339,6.4,666280,664874,606213,691503,669394,621545,664901,592622,650520,54.1,,,,,,,,63,5,Slider,6,8,8,6,8,6,8,6,Standard,Standard,69,0,0.092,,,,-0.092,,-2,2,0.181,0.819,29,27,30,27,1,3,,,,,3.58,-2.01,-2.01,
CH,5/20/22,79.7,1.75,5.41,"Parke, John",607333,641949,,called_strike,,,,,7,Beau Taylor flies out to left fielder Danny Mendick.,R,L,L,CLT,NOR,S,,,1,1,2022,1.19,-0.15,-0.41,2,,,,0,3,Top,,,,,,,-6.988912703,-115.8225151,-0.427853159,12.014491678260189,22.318859790714544,-33.64707762,3.11,1.6,,,,79.6,1351,6.4,666280,664874,606213,691503,669394,621545,664901,592622,650520,54.12,,,,,,,,17,3,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,89,0,-0.073,,,,0.073,,1,-1,0.617,0.383,27,32,27,32,1,0,,,,,3.75,1.19,1.19,
FF,5/20/22,92.7,-1.23,5.16,"Crick, Kyle",641924,605195,,ball,,,,,12,Jacob Nottingham walks.,R,R,R,CLT,NOR,B,,,1,2,2022,-0.35,0.94,2.41,4.77,676625,,,2,7,Top,,,,,,,10.08699065859328,-134.6531178,2.745001533410694,-6.413598178,28.16172423143319,-21.49553508,3.24,1.67,,,,92.8,2575,6.4,666280,664874,606213,691503,669394,621545,664901,592622,650520,54.13,,,,,,,,63,4,4-Seam Fastball,6,8,8,6,8,6,8,6,Standard,Standard,214,0,0.054,,,,-0.054,,-2,2,0.181,0.819,29,27,30,27,1,3,,,,,1.71,0.35,0.35,
FC,5/20/22,82.6,1.59,5.52,"Parke, John",607333,641949,,ball,,,,,13,Beau Taylor flies out to left fielder Danny Mendick.,R,L,L,CLT,NOR,B,,,0,1,2022,-0.12,-0.09,-0.76,0.66,,,,0,3,Top,,,,,,,-5.10239928,-120.0796714,-4.286431747,-0.096424576,25.803780166111668,-32.37001191,3.11,1.6,,,,82.3,2147,6.4,666280,664874,606213,691503,669394,621545,664901,592622,650520,54.11,,,,,,,,17,2,Cutter,1,0,0,1,0,1,0,1,Standard,Standard,253,0,0.057,,,,-0.057,,1,-1,0.617,0.383,27,32,27,32,1,0,,,,,3.47,-0.12,-0.12,
SL,5/20/22,78.7,-1.51,4.9,"Crick, Kyle",641924,605195,,ball,,,,,13,Jacob Nottingham walks.,R,R,R,CLT,NOR,B,,,0,0,2022,1.68,0,-1.55,2.19,676625,,,2,7,Top,,,,,,,-3.212865788,-114.5414122,1.014554974495911,15.314979497127382,23.779664178864238,-32.63621475,3.24,1.67,,,,78.4,3252,6.3,666280,664874,606213,691503,669394,621545,664901,592622,650520,54.16,,,,,,,,63,1,Slider,6,8,8,6,8,6,8,6,Standard,Standard,74,0,0.063,,,,-0.063,,-2,2,0.181,0.819,29,27,30,27,1,3,,,,,3.72,-1.68,-1.68,
SL,5/20/22,79,-1.42,4.92,"Crick, Kyle",680438,605195,strikeout,called_strike,,,,,1,Robert Neustrom called out on strikes.,R,L,R,CLT,NOR,S,2,,3,2,2022,1.87,-0.23,-0.61,3.25,676625,,,1,7,Top,,,,,,,-1.731657656,-114.9183452,3.6683875487000024,16.760976385848384,23.83980605946485,-35.15537213,3.24,1.67,,,,78.7,3375,6.4,666280,664874,606213,691503,669394,621545,664901,592622,650520,54.1,,0,0,1,0,0,,62,10,Slider,6,8,8,6,8,6,8,6,Infield shift,Standard,75,0.044,-0.568,,,,0.568,,-2,2,0.137,0.863,29,25,30,26,1,3,,,,,3.92,-1.87,1.87,
FF,5/20/22,90.3,1.49,5.7,"Parke, John",641924,641949,,ball,,,,,12,"Jacob Nottingham grounds out, shortstop Zach Remillard to first baseman Yermin Mercedes.",R,R,L,CLT,NOR,B,,,0,2,2022,0.7,0.68,0.38,4.26,,,,2,2,Top,,,,,,,-4.257510033,-131.4839796,0.9099483426436623,8.967847231202104,26.486985739569864,-24.67705432,3.24,1.67,,,,91.1,1601,6.6,666280,664874,606213,691503,669394,621545,664901,592622,650520,53.89,,,,,,,,10,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,119,0,0.024,,,,-0.024,,0,0,0.54,0.46,27,27,27,27,1,0,,,,,2.1,0.7,-0.7,
