pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,5/22/22,92.7,-2.12,6.14,"Martin, Davis",676625,663436,,ball,,,,,11,Rylan Bannon doubles (4) on a line drive to left fielder Mark Payton.   Kyle Stowers to 3rd.,R,R,R,CLT,NOR,B,,,1,0,2022,-1.03,1.17,-1.96,2.52,,,669065,1,3,Top,,,,,,,2.6795946863165785,-134.853812,-6.011193082,-13.15045552,29.85789828195757,-16.79863793,2.98,1.53,,,,93,2263,6.5,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.96,,,,,,,,21,2,4-Seam Fastball,0,3,3,0,3,0,3,0,,,218,0,0.094,,,,-0.094,,-3,3,0.194,0.806,25,26,25,26,2,1,,,,,1.49,1.03,1.03,
FF,5/22/22,92.9,-2.03,6.22,"Martin, Davis",676625,663436,,ball,,,,,11,Rylan Bannon doubles (4) on a line drive to left fielder Mark Payton.   Kyle Stowers to 3rd.,R,R,R,CLT,NOR,B,,,0,0,2022,-0.91,1.16,-1.13,2.52,,,669065,1,3,Top,,,,,,,4.345768375,-135.1298839,-6.290435043,-12.12640912,28.28845697545675,-16.79886484,2.98,1.53,,,,93.6,2132,6.6,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.87,,,,,,,,21,1,4-Seam Fastball,0,3,3,0,3,0,3,0,,,214,0,0.059,,,,-0.059,,-3,3,0.194,0.806,25,26,25,26,2,1,,,,,1.48,0.91,0.91,
FF,5/22/22,94.1,-2,6.28,"Martin, Davis",669065,663436,walk,ball,,,,,13,Kyle Stowers walks.,R,L,R,CLT,NOR,B,,,3,2,2022,-0.88,1.25,-1.48,2.42,,,,1,3,Top,,,,,,,3.3354310766532924,-136.8765709,-7.10072068,-11.82931883,30.670240314647778,-15.08489533,3.28,1.69,,,,94.6,2242,6.7,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.84,,0.688744,0.7,1,0,0,,20,8,4-Seam Fastball,0,3,3,0,3,0,3,0,,,214,-0.014,0.229,,,,-0.229,,-3,3,0.208,0.792,25,24,25,24,2,1,,,,,1.33,0.88,-0.88,
FF,5/22/22,95.1,-2.07,6.16,"Martin, Davis",669065,663436,,ball,,,,,11,Kyle Stowers walks.,R,L,R,CLT,NOR,B,,,2,2,2022,-0.68,1.36,-1.58,3.64,,,,1,3,Top,,,,,,,2.8420890220562454,-138.5542073,-4.062711218,-9.403793174,29.6712195,-13.96993042,3.28,1.69,,,,95.8,2332,6.5,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.97,,,,,,,,20,6,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard,213,0,0.079,,,,-0.079,,-3,3,0.208,0.792,25,24,25,24,2,1,,,,,1.15,0.68,-0.68,
CU,5/22/22,83.5,-1.94,6.34,"Martin, Davis",669065,663436,,ball,,,,,14,Kyle Stowers walks.,R,L,R,CLT,NOR,B,,,1,2,2022,0.55,-1.23,0.97,0.21,,,,1,3,Top,,,,,,,5.615935137400349,-121.3189562,-5.149326945,4.129034920243075,26.695968303945023,-43.28263228,3.28,1.69,,,,83.1,2773,6.4,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.14,,,,,,,,20,5,Curveball,0,3,3,0,3,0,3,0,Infield shift,Standard,47,0,0.035,,,,-0.035,,-3,3,0.208,0.792,25,24,25,24,2,1,,,,,4.54,-0.55,0.55,
FF,5/22/22,96.9,-1.83,6.2,"Martin, Davis",669065,663436,,ball,,,,,13,Kyle Stowers walks.,R,L,R,CLT,NOR,B,,,0,2,2022,-0.61,1.1,-1.14,2.37,,,,1,3,Top,,,,,,,3.2633203624740554,-141.0424112,-7.253278722,-8.921700556,31.087046056672786,-16.02592772,3.28,1.69,,,,97.6,2359,6.6,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.91,,,,,,,,20,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard,208,0,0.041,,,,-0.041,,-3,3,0.208,0.792,25,24,25,24,2,1,,,,,1.32,0.61,-0.61,
FF,5/22/22,96.2,-2.06,6.18,"Martin, Davis",669065,663436,,called_strike,,,,,1,Kyle Stowers walks.,R,L,R,CLT,NOR,S,,,0,1,2022,-0.52,1.33,-0.63,3.01,,,,1,3,Top,,,,,,,4.983106662569183,-139.8999826,-5.874309753,-7.902178607,31.177809204230318,-13.56871157,3.28,1.69,,,,96.5,2331,6.5,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.01,,,,,,,,20,2,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard,220,0,-0.049,,,,0.049,,-3,3,0.208,0.792,25,24,25,24,2,1,,,,,1.13,0.52,-0.52,
FF,5/22/22,91.3,-2,6.31,"Martin, Davis",669065,663436,,called_strike,,,,,4,Kyle Stowers walks.,R,L,R,CLT,NOR,S,,,0,0,2022,-0.77,1.34,-0.42,2.34,,,,1,3,Top,,,,,,,5.665201850615273,-132.7260531,-7.011522475,-10.35253135,28.682261330108044,-14.98205346,3.28,1.69,,,,91.5,2191,6.5,666278,656024,664874,650528,669394,664901,592622,656514,666164,54,,,,,,,,20,1,4-Seam Fastball,0,3,3,0,3,0,3,0,Infield shift,Standard,213,0,-0.049,,,,0.049,,-3,3,0.208,0.792,25,24,25,24,2,1,,,,,1.4,0.77,-0.77,
FF,5/22/22,94.7,-2.04,6.21,"Martin, Davis",621006,663436,strikeout,called_strike,,,,,7,Richie Martin called out on strikes.,R,R,R,CLT,NOR,S,2,,0,2,2022,-0.53,1.43,-0.67,1.94,,,,2,2,Top,,,,,,,4.808379285788617,-137.6195212,-8.708202724,-7.875564178,31.661825150148978,-12.19842649,3.15,1.62,,,,95.2,2278,6.7,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.76,,0,0,1,0,0,,15,3,4-Seam Fastball,0,3,3,0,3,0,3,0,Standard,Standard,208,0.007,-0.05,,,,0.05,,-3,3,0.234,0.766,25,27,25,28,2,1,,,,,1.12,0.53,0.53,
FF,5/22/22,93.8,-1.9,6.32,"Martin, Davis",690429,663436,,ball,,,,,11,Dylan Harris homers (1) on a fly ball to right center field.    Robert Neustrom scores.    Beau Taylor scores.,R,L,R,CLT,NOR,B,,,2,2,2022,-0.69,1.41,-1.26,3.23,,680438,607333,2,2,Top,,,,,,,3.193256154,-136.4533182,-5.344023247,-9.282154509,32.53702724881372,-13.66872728,3.02,1.55,,,,93.8,2323,6.5,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.98,,,,,,,,14,5,4-Seam Fastball,0,0,0,0,0,0,0,0,,,202,0,0.141,,,,-0.141,,0,0,0.505,0.495,25,25,25,25,1,0,,,,,1.2,0.69,-0.69,
FF,5/22/22,95.9,-2.13,6.2,"Martin, Davis",690429,663436,,ball,,,,,11,Dylan Harris homers (1) on a fly ball to right center field.    Robert Neustrom scores.    Beau Taylor scores.,R,L,R,CLT,NOR,B,,,1,2,2022,-0.68,1.36,-1.57,3.58,,680438,607333,2,2,Top,,,,,,,3.040626913123635,-139.4551624,-4.32340917,-9.528118465,35.954975938785275,-13.77733591,3.02,1.55,,,,95.7,2335,6.5,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.97,,,,,,,,14,4,4-Seam Fastball,0,0,0,0,0,0,0,0,,,211,0,0.08,,,,-0.08,,0,0,0.505,0.495,25,25,25,25,1,0,,,,,1.15,0.68,-0.68,
FC,5/22/22,86.7,2.78,5.73,"Kubat, Kyle",607333,665417,walk,ball,,,,,13,Beau Taylor walks.,R,L,L,CLT,NOR,B,,,3,2,2022,-0.19,0.63,-2.06,1.31,,,,1,5,Top,,,,,,,-11.00271248,-125.786435,-5.532408587,0.2822121119664313,26.259334316243024,-24.44880193,3.11,1.6,,,,85.4,2386,5.7,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.82,,0.688744,0.7,1,0,0,,41,8,Cutter,2,9,9,2,9,2,9,2,,,147,-0.002,0.229,,,,-0.229,,-7,7,0.02,0.98,29,32,30,32,1,2,,,,,2.42,-0.19,-0.19,
FF,5/22/22,93.8,-1.98,6.31,"Martin, Davis",690429,663436,,called_strike,,,,,2,Dylan Harris homers (1) on a fly ball to right center field.    Robert Neustrom scores.    Beau Taylor scores.,R,L,R,CLT,NOR,S,,,1,0,2022,-0.47,1.4,0.08,3.13,,680438,607333,2,2,Top,,,,,,,6.396745213950345,-136.2269984,-5.504557286,-7.378501824,33.87434332356956,-13.8116483,3.02,1.55,,,,93.7,2224,6.6,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.89,,,,,,,,14,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,,209,0,-0.11,,,,0.11,,0,0,0.505,0.495,25,25,25,25,1,0,,,,,1.23,0.47,-0.47,
FF,5/22/22,93.2,-2.03,6.29,"Martin, Davis",690429,663436,,ball,,,,,12,Dylan Harris homers (1) on a fly ball to right center field.    Robert Neustrom scores.    Beau Taylor scores.,R,L,R,CLT,NOR,B,,,0,0,2022,-0.37,1.51,0.25,3.55,,680438,607333,2,2,Top,,,,,,,6.709682495859278,-135.4459694,-4.514262979,-6.18233399,34.97401662298804,-12.92859775,3.02,1.55,,,,93,2249,6.7,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.84,,,,,,,,14,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,,203,0,0.08,,,,-0.08,,0,0,0.505,0.495,25,25,25,25,1,0,,,,,1.16,0.37,-0.37,
FF,5/22/22,90.6,2.45,5.87,"Kubat, Kyle",607333,665417,,ball,,,,,13,Beau Taylor walks.,R,L,L,CLT,NOR,B,,,2,2,2022,1.07,1.28,-1.34,0.81,,,,1,5,Top,,,,,,,-11.59775494,-131.278342,-9.358003489,14.703538104408253,26.299103627906188,-15.47163072,3.11,1.6,,,,89.8,2051,5.9,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.61,,,,,,,,41,7,4-Seam Fastball,2,9,9,2,9,2,9,2,,,142,0,0.079,,,,-0.079,,-7,7,0.02,0.98,29,32,30,32,1,2,,,,,1.51,1.07,1.07,
FC,5/22/22,85.8,2.72,5.82,"Kubat, Kyle",607333,665417,,ball,,,,,11,Beau Taylor walks.,R,L,L,CLT,NOR,B,,,1,2,2022,-0.54,0.67,-0.27,4.14,,,,1,5,Top,,,,,,,-5.902541013,-124.7969795,0.9132274318668375,-4.420178123,25.412450718985607,-25.62209204,3.11,1.6,,,,84.6,2296,5.5,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.97,,,,,,,,41,5,Cutter,2,9,9,2,9,2,9,2,,,175,0,0.035,,,,-0.035,,-7,7,0.02,0.98,29,32,30,32,1,2,,,,,2.44,-0.54,-0.54,
FF,5/22/22,93.3,-2.11,6.12,"Martin, Davis",657562,663436,,ball,,,,,13,Patrick Dorrian strikes out on a foul tip.,R,L,R,CLT,NOR,B,,,2,1,2022,-0.83,1.19,-1.62,2.27,,680438,607333,1,2,Top,,,,,,,3.0868781431776067,-135.527084,-6.663034916,-10.87761069,35.353765766613336,-16.23127775,3.24,1.67,,,,93,2276,6.6,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.87,,,,,,,,13,4,4-Seam Fastball,0,0,0,0,0,0,0,0,,,213,0,0.194,,,,-0.194,,0,0,0.46,0.54,25,26,25,26,1,0,,,,,1.48,0.83,-0.83,
CU,5/22/22,81,-2.07,6.41,"Martin, Davis",657562,663436,,ball,,,,,11,Patrick Dorrian strikes out on a foul tip.,R,L,R,CLT,NOR,B,,,1,1,2022,0.67,-1.05,-1.53,2.78,,680438,607333,1,2,Top,,,,,,,-0.067665257,-117.8650304,0.6074022221085016,6.169500521024375,25.202869118029284,-42.26613077,3.24,1.67,,,,80.6,2704,6.3,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.17,,,,,,,,13,3,Curveball,0,0,0,0,0,0,0,0,,,42,0,0.12,,,,-0.12,,0,0,0.46,0.54,25,26,25,26,1,0,,,,,4.56,-0.67,0.67,
FF,5/22/22,95.2,-1.86,6.23,"Martin, Davis",657562,663436,,ball,,,,,14,Patrick Dorrian strikes out on a foul tip.,R,L,R,CLT,NOR,B,,,0,1,2022,-0.75,1.46,0.23,1.06,,680438,607333,1,2,Top,,,,,,,7.213796929774545,-137.9705911,-11.13531949,-11.26650724,33.45282920333169,-11.15168595,3.24,1.67,,,,95.1,2398,6.7,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.82,,,,,,,,13,2,4-Seam Fastball,0,0,0,0,0,0,0,0,,,210,0,0.109,,,,-0.109,,0,0,0.46,0.54,25,26,25,26,1,0,,,,,1.1,0.75,-0.75,
FC,5/22/22,84.1,2.79,5.85,"Kubat, Kyle",607333,665417,,called_strike,,,,,1,Beau Taylor walks.,R,L,L,CLT,NOR,S,,,1,0,2022,-0.46,0.49,-0.51,3.22,,,,1,5,Top,,,,,,,-6.66625383,-122.41901,-0.701963944,-3.290203935,23.768649009017537,-27.31042661,3.11,1.6,,,,83.4,2181,5.7,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.76,,,,,,,,41,2,Cutter,2,9,9,2,9,2,9,2,,,183,0,-0.058,,,,0.058,,-7,7,0.02,0.98,29,32,30,32,1,2,,,,,2.73,-0.46,-0.46,
FF,5/22/22,88.4,2.67,5.98,"Kubat, Kyle",607333,665417,,ball,,,,,12,Beau Taylor walks.,R,L,L,CLT,NOR,B,,,0,0,2022,0.99,1.09,0.51,4.28,,,,1,5,Top,,,,,,,-7.199383163,-128.689923,-0.356376923,12.451850504375617,25.140939258006615,-20.15286546,3.11,1.6,,,,87.5,1759,5.6,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.92,,,,,,,,41,1,4-Seam Fastball,2,9,9,2,9,2,9,2,,,148,0,0.049,,,,-0.049,,-7,7,0.02,0.98,29,32,30,32,1,2,,,,,1.81,0.99,0.99,
CU,5/22/22,79.5,-2.1,6.45,"Martin, Davis",657562,663436,,called_strike,,,,,3,Patrick Dorrian strikes out on a foul tip.,R,L,R,CLT,NOR,S,,,0,0,2022,0.76,-0.82,0.58,2.96,,680438,607333,1,2,Top,,,,,,,4.4497315396404495,-115.655518,0.7402395227765275,5.7790129919241995,24.403656358678884,-39.90133023,3.24,1.67,,,,79,2621,6.3,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.22,,,,,,,,13,1,Curveball,0,0,0,0,0,0,0,0,,,48,0,-0.138,,,,0.138,,0,0,0.46,0.54,25,26,25,26,1,0,,,,,4.47,-0.76,0.76,
FF,5/22/22,94.9,-2.03,6.16,"Martin, Davis",607333,663436,walk,ball,,,,,14,Beau Taylor walks.,R,L,R,CLT,NOR,B,,,3,1,2022,-0.95,1.41,0.13,1.08,,680438,,1,2,Top,,,,,,,7.795728268632809,-137.5676426,-10.69544329,-13.89682343,34.180246576352864,-11.90982573,3.11,1.6,,,,94.6,2373,6.6,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.91,,0.688744,0.7,1,0,0,,12,5,4-Seam Fastball,0,0,0,0,0,0,0,0,,,210,-0.02,0.187,,,,-0.187,,0,0,0.48,0.52,25,32,25,32,1,0,,,,,1.16,0.95,-0.95,
CH,5/22/22,84.4,-2.14,6.19,"Martin, Davis",607333,663436,,ball,,,,,11,Beau Taylor walks.,R,L,R,CLT,NOR,B,,,2,1,2022,-1.19,0.75,-0.59,3.54,,680438,,1,2,Top,,,,,,,6.012635728878052,-122.8073037,-1.292826877,-13.23376051,24.99406048397217,-24.50534612,3.11,1.6,,,,84.6,1909,6.5,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.02,,,,,,,,12,4,Changeup,0,0,0,0,0,0,0,0,,,229,0,0.115,,,,-0.115,,0,0,0.48,0.52,25,32,25,32,1,0,,,,,2.45,1.19,-1.19,
FF,5/22/22,94.6,-2.06,6.1,"Martin, Davis",607333,663436,,ball,,,,,13,Beau Taylor walks.,R,L,R,CLT,NOR,B,,,1,1,2022,-0.98,1.26,-0.98,1.32,,680438,,1,2,Top,,,,,,,5.039361679590159,-137.3705753,-9.564717958,-13.54580914,33.141078193234485,-14.21874976,3.11,1.6,,,,94.6,2414,6.6,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.89,,,,,,,,12,3,4-Seam Fastball,0,0,0,0,0,0,0,0,,,213,0,0.078,,,,-0.078,,0,0,0.48,0.52,25,32,25,32,1,0,,,,,1.32,0.98,-0.98,
CH,5/22/22,84,2.79,5.92,"Kubat, Kyle",642721,665417,,ball,,,,,14,Kelvin Gutierrez homers (3) on a fly ball to left field.   Robert Neustrom scores.,R,R,L,CLT,NOR,B,,,0,0,2022,0.99,0.53,1.11,1.82,,,680438,1,5,Top,,,,,,,-5.799344047,-122.268475,-4.167006641,11.06404476795035,22.593133031062926,-26.23152089,3.24,1.67,,,,83.4,1546,5.8,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.74,,,,,,,,40,1,Changeup,2,7,7,2,7,2,7,2,,,126,0,0.059,,,,-0.059,,-5,5,0.056,0.944,29,27,30,28,1,2,,,,,2.68,0.99,-0.99,
FF,5/22/22,89.6,2.46,5.88,"Kubat, Kyle",680438,665417,walk,ball,,,,,13,Robert Neustrom walks.,R,L,L,CLT,NOR,B,,,3,1,2022,0.97,0.98,-1,2.16,,,,1,5,Top,,,,,,,-10.43914662,-130.0067405,-5.204194803,13.125542019553768,26.55193319904097,-20.09154415,3.24,1.67,,,,88.6,1850,5.7,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.75,,0.688744,0.7,1,0,0,,39,5,4-Seam Fastball,2,7,7,2,7,2,7,2,,,148,-0.005,0.158,,,,-0.158,,-5,5,0.061,0.939,29,25,30,26,1,2,,,,,1.87,0.97,0.97,
CH,5/22/22,85.3,-2.06,6.2,"Martin, Davis",607333,663436,,ball,,,,,13,Beau Taylor walks.,R,L,R,CLT,NOR,B,,,0,0,2022,-1.25,0.88,-0.17,1.3,,680438,,1,2,Top,,,,,,,6.979377760629093,-123.9386254,-7.003418362,-14.26164949,25.362796694583817,-21.82701371,3.11,1.6,,,,85.7,2152,6.7,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.84,,,,,,,,12,1,Changeup,0,0,0,0,0,0,0,0,,,232,0,0.058,,,,-0.058,,0,0,0.48,0.52,25,32,25,32,1,0,,,,,2.27,1.25,-1.25,
FF,5/22/22,89.7,2.57,5.91,"Kubat, Kyle",680438,665417,,ball,,,,,13,Robert Neustrom walks.,R,L,L,CLT,NOR,B,,,2,1,2022,0.82,1.21,-0.87,1.69,,,,1,5,Top,,,,,,,-10.10648845,-130.1456387,-6.93287934,11.366620828915885,26.155138193128334,-17.05749253,3.24,1.67,,,,88.8,2007,5.8,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.72,,,,,,,,39,4,4-Seam Fastball,2,7,7,2,7,2,7,2,,,144,0,0.092,,,,-0.092,,-5,5,0.061,0.939,29,25,30,26,1,2,,,,,1.63,0.82,0.82,
FF,5/22/22,90.6,2.53,5.92,"Kubat, Kyle",680438,665417,,ball,,,,,11,Robert Neustrom walks.,R,L,L,CLT,NOR,B,,,1,1,2022,1.34,0.87,-0.47,3.63,,,,1,5,Top,,,,,,,-10.20177245,-131.5898802,-1.63359326,17.67515133494692,27.19490375144957,-21.90853732,3.24,1.67,,,,89.7,1672,5.8,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.73,,,,,,,,39,3,4-Seam Fastball,2,7,7,2,7,2,7,2,,,142,0,0.046,,,,-0.046,,-5,5,0.061,0.939,29,25,30,26,1,2,,,,,1.91,1.34,1.34,
FF,5/22/22,91.3,2.53,5.94,"Kubat, Kyle",680438,665417,,ball,,,,,13,Robert Neustrom walks.,R,L,L,CLT,NOR,B,,,0,1,2022,0.88,1.02,-0.94,2.39,,,,1,5,Top,,,,,,,-10.4847495,-132.4753893,-5.176020358,12.528377447506333,27.403088335996973,-19.22079757,3.24,1.67,,,,90.4,1769,5.8,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.69,,,,,,,,39,2,4-Seam Fastball,2,7,7,2,7,2,7,2,,,147,0,0.04,,,,-0.04,,-5,5,0.061,0.939,29,25,30,26,1,2,,,,,1.72,0.88,0.88,
FF,5/22/22,93.5,-1.88,6.3,"Martin, Davis",642721,663436,,ball,,,,,11,"Kelvin Gutierrez grounds out, shortstop Danny Mendick to first baseman Seby Zavala.",R,R,R,CLT,NOR,B,,,0,0,2022,-1,1.57,-1.16,2.8,,680438,,0,2,Top,,,,,,,4.0684982328572925,-135.8735554,-6.665912484,-13.22247975,33.88317332934413,-11.5398725,3.24,1.67,,,,93.3,2332,6.6,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.94,,,,,,,,11,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,,211,0,0.085,,,,-0.085,,0,0,0.436,0.564,25,27,25,28,1,0,,,,,1.08,1,1,
FF,5/22/22,89.8,2.71,5.86,"Kubat, Kyle",680438,665417,,called_strike,,,,,2,Robert Neustrom walks.,R,L,L,CLT,NOR,S,,,0,0,2022,1.1,1.01,-0.21,3.1,,,,1,5,Top,,,,,,,-9.42288407,-130.5252215,-2.985889197,14.459315446723314,26.32583463002777,-20.12773876,3.24,1.67,,,,89,1944,5.8,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.74,,,,,,,,39,1,4-Seam Fastball,2,7,7,2,7,2,7,2,,,148,0,-0.049,,,,0.049,,-5,5,0.061,0.939,29,25,30,26,1,2,,,,,1.81,1.1,1.1,
FF,5/22/22,94.1,-1.92,6.28,"Martin, Davis",680438,663436,,ball,,,,,12,Robert Neustrom doubles (12) on a line drive to right fielder Blake Rutherford.,R,L,R,CLT,NOR,B,,,1,2,2022,-0.93,1.27,1.02,2.68,,,,0,2,Top,,,,,,,9.702878121403858,-136.5990633,-6.466814699,-13.70317602,28.83465646677959,-15.04089961,3.24,1.67,,,,94.4,2302,6.5,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.98,,,,,,,,10,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,4th outfielder,209,0,0.053,,,,-0.053,,0,0,0.5,0.5,25,25,25,26,1,0,,,,,1.31,0.93,-0.93,
CH,5/22/22,83.4,2.7,5.96,"Kubat, Kyle",676625,665417,,ball,,,,,12,Rylan Bannon strikes out on a foul tip.,R,R,L,CLT,NOR,B,,,1,0,2022,0.84,0.38,1.39,2.78,,,,0,5,Top,,,,,,,-4.613121189,-121.4742473,-1.61464753,9.221057408992312,23.086345130445736,-28.34234941,2.98,1.53,,,,82.6,1244,5.6,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.89,,,,,,,,38,2,Changeup,2,7,7,2,7,2,7,2,,,127,0,0.115,,,,-0.115,,-5,5,0.057,0.943,29,26,30,26,1,2,,,,,2.89,0.84,-0.84,
FF,5/22/22,90,2.71,5.99,"Kubat, Kyle",676625,665417,,ball,,,,,12,Rylan Bannon strikes out on a foul tip.,R,R,L,CLT,NOR,B,,,0,0,2022,0.96,1.18,1.43,3.38,,,,0,5,Top,,,,,,,-5.16109443,-130.9039632,-2.943491508,12.185693374208006,30.125012391256003,-18.19167132,2.98,1.53,,,,88.7,1885,5.7,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.78,,,,,,,,38,1,4-Seam Fastball,2,7,7,2,7,2,7,2,,,142,0,0.071,,,,-0.071,,-5,5,0.057,0.943,29,26,30,26,1,2,,,,,1.65,0.96,-0.96,
FF,5/22/22,92.6,-1.99,6.36,"Martin, Davis",680438,663436,,ball,,,,,11,Robert Neustrom doubles (12) on a line drive to right fielder Blake Rutherford.,R,L,R,CLT,NOR,B,,,0,0,2022,-0.81,1.29,-0.97,3.49,,,,0,2,Top,,,,,,,4.373673102612088,-134.799561,-4.381988676,-10.77353111,28.66415878670976,-15.65631817,3.24,1.67,,,,93,2250,6.4,666278,656024,664874,650528,669394,664901,592622,656514,666164,54.06,,,,,,,,10,1,4-Seam Fastball,0,0,0,0,0,0,0,0,,,213,0,0.071,,,,-0.071,,0,0,0.5,0.5,25,25,25,26,1,0,,,,,1.36,0.81,-0.81,
FF,5/22/22,92.8,1.81,5.76,"Severino, Anderson",663760,644429,,ball,,,,,12,Cadyn Grenier called out on strikes.,R,R,L,CLT,NOR,B,,,2,2,2022,0.97,0.88,0.46,3.54,,690429,621006,1,7,Top,,,,,,,-5.543604773,-134.9516176,-1.735539933,13.121936735192053,33.24186541348249,-21.31129447,3.11,1.6,,,,91.8,1741,6,666278,664874,621545,650528,669394,664901,592622,656514,666164,54.48,,,,,,,,61,5,4-Seam Fastball,2,11,11,2,11,2,11,2,,,144,0,0.195,,,,-0.195,,-9,9,0.001,0.999,27,25,28,26,1,4,,,,,1.8,0.97,-0.97,
SL,5/22/22,81.3,1.74,5.72,"Finnegan, Brandon",690429,605232,strikeout,called_strike,,,,,12,Dylan Harris called out on strikes.,R,L,L,CLT,NOR,S,2,,1,2,2022,-0.92,-0.21,0.78,3.22,,680438,607333,2,8,Top,,,,,,,-0.40846156,-118.505179,1.3355780701729332,-8.600669928,21.20378944719764,-34.58481046,3.02,1.55,,,,81.3,2695,6.1,666278,664874,621545,650528,669394,664901,592622,656514,666164,54.43,,0,0,1,0,0,,72,4,Slider,2,14,14,2,14,2,14,2,Infield shift,Standard,297,0,-0.33,,,,0.33,,-12,12,0,1,29,25,29,25,1,4,,,,,3.63,-0.92,-0.92,
CH,5/22/22,83.4,-1.48,5.56,"Olson, J.B.",607333,667722,,called_strike,,,,,4,Beau Taylor strikes out on a foul tip.,R,L,R,CLT,NOR,S,,,0,1,2022,-0.57,0,-0.65,2.6,,,680438,2,6,Top,,,,,,,3.040214694939333,-121.4843032,-0.417117397,-6.190917192,22.181588252690634,-32.288933,3.11,1.6,,,,84.2,1348,6.6,666278,656024,664874,650528,669394,664901,592622,656514,666164,53.92,,,,,,,,54,2,Changeup,2,11,11,2,11,2,11,2,,,218,0,-0.063,,,,0.063,,-9,9,0.004,0.996,27,32,27,32,1,3,,,,,3.25,0.57,-0.57,
